LogID,LocationID,CurrentSpeed,NormalSpeed,TrafficStatus,RecordedAt,LocationName,City,Latitude,Longitude,Temperature_C,Humidity_Pct,Wind_Speed_ms,Weather_Condition
937,28,11,11,Free Flow,2026-08-30 17:12:03.757,Ring Road - Marg,Cairo,30.1524,31.3452,34.42,26,6.17,clear sky
938,29,79,79,Free Flow,2026-08-30 17:12:04.530,Ring Road - Al Salam City,Cairo,30.1654,31.3854,34.42,26,6.17,clear sky
939,30,77,77,Free Flow,2026-08-30 17:12:05.310,Ring Road - New Cairo Entrance,Cairo,30.0541,31.4251,34.42,26,6.17,clear sky
940,31,66,66,Free Flow,2026-08-30 17:12:06.083,Ring Road - Katameya,Cairo,29.9854,31.3541,34.42,26,6.17,clear sky
941,32,20,20,Free Flow,2026-08-30 17:12:06.867,Ring Road - Maadi,Cairo,29.9621,31.2754,34.42,26,6.17,clear sky
942,33,42,42,Free Flow,2026-08-30 17:12:07.657,Ring Road - Mounib,Giza,29.9821,31.2154,34.41,25,6.99,clear sky
943,34,13,13,Free Flow,2026-08-30 17:12:08.427,Ring Road - Mariouteya,Giza,29.9754,31.1542,34.41,25,6.99,clear sky
944,35,14,14,Free Flow,2026-08-30 17:12:09.487,Ring Road - El Waraq,Giza,30.0854,31.2014,34.41,25,6.99,clear sky
945,36,27,27,Free Flow,2026-08-30 17:12:10.280,Ring Road - Mohandessin Axis,Giza,30.0654,31.1925,34.41,25,6.99,clear sky
946,37,16,16,Free Flow,2026-08-30 17:12:11.060,October Bridge - Ramses,Cairo,30.0565,31.2442,34.42,26,6.17,clear sky
947,38,14,20,Moderate,2026-08-30 17:12:11.853,October Bridge - Tahrir Sq,Cairo,30.0444,31.2357,34.42,26,6.17,clear sky
948,39,21,21,Free Flow,2026-08-30 17:12:12.627,October Bridge - Zamalek,Cairo,30.0621,31.2215,34.42,26,6.17,clear sky
949,40,22,30,Moderate,2026-08-30 17:12:13.523,October Bridge - Doqqi,Giza,30.0454,31.2145,34.41,25,6.99,clear sky
950,41,23,23,Free Flow,2026-08-30 17:12:14.290,October Bridge - Mohandessin End,Giza,30.0541,31.1985,34.41,25,6.99,clear sky
951,42,30,36,Moderate,2026-08-30 17:12:15.057,October Bridge - Nasr City (Abbas El Akkad),Cairo,30.0687,31.3354,34.42,26,6.17,clear sky
952,43,34,34,Free Flow,2026-08-30 17:12:15.827,October Bridge - Al-Manial,Cairo,30.0312,31.2285,34.42,26,6.17,clear sky
953,44,42,42,Free Flow,2026-08-30 17:12:16.603,Salah Salem - Airport Road,Cairo,30.1054,31.3854,34.42,26,6.17,clear sky
954,45,32,58,Heavy Congestion,2026-08-30 17:12:17.403,Salah Salem - Al Azhar,Cairo,30.0454,31.2621,34.42,26,6.17,clear sky
955,46,49,49,Free Flow,2026-08-30 17:12:18.170,Salah Salem - Citadel,Cairo,30.0285,31.2654,34.42,26,6.17,clear sky
956,47,46,46,Free Flow,2026-08-30 17:12:18.957,Salah Salem - Panorama,Cairo,30.0721,31.3154,34.42,26,6.17,clear sky
957,48,20,20,Free Flow,2026-08-30 17:12:19.727,Autostrad - Maadi,Cairo,29.9754,31.2654,34.42,26,6.17,clear sky
958,49,20,20,Free Flow,2026-08-30 17:12:20.527,Autostrad - Helwan,Cairo,29.8541,31.3154,34.42,26,6.17,clear sky
959,50,67,67,Free Flow,2026-08-30 17:12:21.330,Autostrad - Nasr City,Cairo,30.0354,31.3354,34.42,26,6.17,clear sky
960,51,38,38,Free Flow,2026-08-30 17:12:22.120,Corniche - Maspero,Cairo,30.0541,31.2312,34.42,26,6.17,clear sky
961,52,20,20,Free Flow,2026-08-30 17:12:22.903,Corniche - Garden City,Cairo,30.0354,31.2285,34.42,26,6.17,clear sky
962,53,41,41,Free Flow,2026-08-30 17:12:23.780,Corniche - Maadi,Cairo,29.9621,31.2454,34.42,26,6.17,clear sky
963,54,34,34,Free Flow,2026-08-30 17:12:24.550,Qasr El Nil Bridge,Cairo,30.0435,31.2312,34.42,26,6.17,clear sky
964,55,13,13,Free Flow,2026-08-30 17:12:25.330,Abbas Bridge,Cairo,30.0198,31.2312,34.42,26,6.17,clear sky
965,56,28,28,Free Flow,2026-08-30 17:12:26.097,El Galaa Bridge,Cairo,30.0512,31.2214,34.42,26,6.17,clear sky
966,57,37,37,Free Flow,2026-08-30 17:12:26.893,Tahya Masr Bridge,Cairo,30.0954,31.2245,34.42,26,6.17,clear sky
967,58,26,34,Moderate,2026-08-30 17:12:27.677,Axis 26 July - Lebanon Sq,Giza,30.0612,31.1985,34.41,25,6.99,clear sky
968,59,53,53,Free Flow,2026-08-30 17:12:28.490,Axis 26 July - Hyper One,Giza,30.0714,31.0254,34.41,25,6.99,clear sky
969,60,17,21,Moderate,2026-08-30 17:12:29.250,Axis 26 July - Juhayna Sq,Giza,29.9714,30.9542,34.41,25,6.99,clear sky
970,61,32,32,Free Flow,2026-08-30 17:12:30.017,محور روض الفرج - شبرا,Qalyubia,30.1025,31.2214,35.4,25,8.0,clear sky
971,62,105,105,Free Flow,2026-08-30 17:12:30.800,محور روض الفرج - الضبعة,Giza,30.0854,30.9854,34.41,25,6.99,clear sky
972,63,39,39,Free Flow,2026-08-30 17:12:31.563,Haram Street - Giza Square,Giza,30.0124,31.2145,34.41,25,6.99,clear sky
973,64,32,32,Free Flow,2026-08-30 17:12:32.357,Haram Street - Al Arish,Giza,29.9954,31.1754,34.41,25,6.99,clear sky
974,65,36,36,Free Flow,2026-08-30 17:12:33.137,Haram Street - El Remaya,Giza,29.9821,31.1354,34.41,25,6.99,clear sky
975,66,39,39,Free Flow,2026-08-30 17:12:33.933,Faisal Street - El Massaha,Giza,30.0254,31.2014,34.41,25,6.99,clear sky
976,67,32,32,Free Flow,2026-08-30 17:12:34.830,Faisal Street - El Talbeya,Giza,29.9921,31.1654,34.41,25,6.99,clear sky
977,68,61,61,Free Flow,2026-08-30 17:12:35.610,King Faisal Street End,Giza,29.9854,31.1245,34.41,25,6.99,clear sky
978,69,83,83,Free Flow,2026-08-30 17:12:36.483,Cairo-Alexandria Desert Road - Smart Village,Giza,30.0714,31.0154,34.41,25,6.99,clear sky
979,70,40,40,Free Flow,2026-08-30 17:12:37.257,Cairo-Alexandria Desert Road - Sphinx,Giza,30.0214,30.9054,34.41,25,6.99,clear sky
980,71,81,81,Free Flow,2026-08-30 17:12:38.033,Wadi El Natrun Road,Beheira,30.4541,30.3541,32.21,32,8.21,clear sky
981,72,70,70,Free Flow,2026-08-30 17:12:38.820,New Cairo - Teseen Street North,Cairo,30.0254,31.4154,34.42,26,6.17,clear sky
982,73,48,48,Free Flow,2026-08-30 17:12:39.620,New Cairo - Teseen Street South,Cairo,29.9954,31.4452,34.42,26,6.17,clear sky
983,74,74,74,Free Flow,2026-08-30 17:12:40.400,New Cairo - American University,Cairo,30.0054,31.5021,34.42,26,6.17,clear sky
984,75,49,57,Moderate,2026-08-30 17:12:41.197,New Cairo - Mohamed Naguib Axis,Cairo,30.0154,31.4354,34.42,26,6.17,clear sky
985,76,63,63,Free Flow,2026-08-30 17:12:41.977,New Cairo - Sadat Axis,Cairo,30.0454,31.4254,34.42,26,6.17,clear sky
986,77,30,39,Moderate,2026-08-30 17:12:42.797,Nasr City - Abbas El Akkad,Cairo,30.0512,31.3354,34.42,26,6.17,clear sky
987,78,26,32,Moderate,2026-08-30 17:12:43.603,Nasr City - Makram Ebeid,Cairo,30.0587,31.3485,34.42,26,6.17,clear sky
988,79,38,40,Moderate,2026-08-30 17:12:44.443,Nasr City - Mostafa El Nahas,Cairo,30.0454,31.3521,34.42,26,6.17,clear sky
989,80,31,31,Free Flow,2026-08-30 17:12:45.233,Heliopolis - Roxy Sq,Cairo,30.0898,31.3254,34.42,26,6.17,clear sky
990,81,49,49,Free Flow,2026-08-30 17:12:46.003,Heliopolis - Merghany,Cairo,30.0854,31.3354,34.42,26,6.17,clear sky
991,82,55,55,Free Flow,2026-08-30 17:12:46.790,Heliopolis - El Khalifa El Mamoun,Cairo,30.0787,31.3054,34.42,26,6.17,clear sky
992,83,41,41,Free Flow,2026-08-30 17:12:47.580,Maadi - Victoria Square,Cairo,29.9541,31.2541,34.42,26,6.17,clear sky
993,84,33,33,Free Flow,2026-08-30 17:12:48.377,Maadi - Degla,Cairo,29.9602,31.2565,34.42,26,6.17,clear sky
994,85,21,21,Free Flow,2026-08-30 17:12:49.173,Zamalek - 26 July St,Cairo,30.0654,31.2214,34.42,26,6.17,clear sky
995,86,12,20,Moderate,2026-08-30 17:12:49.980,Downtown - Tahrir Sq,Cairo,30.0444,31.2357,34.42,26,6.17,clear sky
996,87,16,16,Free Flow,2026-08-30 17:12:50.767,Downtown - Talaat Harb,Cairo,30.0512,31.2412,34.42,26,6.17,clear sky
997,88,24,33,Moderate,2026-08-30 17:12:51.577,Dokki - Mesaha Sq,Giza,30.0387,31.2145,34.41,25,6.99,clear sky
998,89,14,23,Moderate,2026-08-30 17:12:52.383,Mohandessin - Shehab St,Giza,30.0554,31.2014,34.41,25,6.99,clear sky
999,90,14,14,Free Flow,2026-08-30 17:12:53.157,Mohandessin - Sudan St,Giza,30.0687,31.2054,34.41,25,6.99,clear sky
1000,91,14,14,Free Flow,2026-08-30 17:12:53.930,Giza - El Omraneya,Giza,29.9954,31.2014,34.41,25,6.99,clear sky
1001,92,23,23,Free Flow,2026-08-30 17:12:54.763,Shubra - Corniche,Cairo,30.0854,31.2454,34.42,26,6.17,clear sky
1002,93,23,23,Free Flow,2026-08-30 17:12:55.540,Shubra - Ahmed Helmy,Cairo,30.0687,31.2485,34.42,26,6.17,clear sky
1003,94,19,19,Free Flow,2026-08-30 17:12:56.307,Ain Shams - El Matareya,Cairo,30.1254,31.3154,34.42,26,6.17,clear sky
1004,95,41,49,Moderate,2026-08-30 17:12:57.103,Ain Shams University Area,Cairo,30.0754,31.2854,34.42,26,6.17,clear sky
1005,96,30,32,Moderate,2026-08-30 17:12:57.883,Helwan - Corniche,Cairo,29.8454,31.3354,34.42,26,6.17,clear sky
1006,97,24,24,Free Flow,2026-08-30 17:12:58.667,Helwan University Area,Cairo,29.8512,31.3054,34.42,26,6.17,clear sky
1007,98,56,56,Free Flow,2026-08-30 17:12:59.463,Nasr City - Al-Ahly Club Area,Cairo,30.0812,31.3541,34.42,26,6.17,clear sky
1008,99,46,46,Free Flow,2026-08-30 17:13:00.250,Cairo International Stadium Area,Cairo,30.0714,31.3154,34.42,26,6.17,clear sky
1009,100,72,72,Free Flow,2026-08-30 17:13:01.010,Cairo Festival City Area,Cairo,30.0312,31.4014,34.42,26,6.17,clear sky
1010,101,38,38,Free Flow,2026-08-30 17:13:02.057,Maadi - Ring Road Carrefour,Cairo,29.9714,31.2954,34.42,26,6.17,clear sky
1011,1,11,16,Moderate,2026-08-30 20:23:22.470,Stanley Bridge,Alexandria,31.2291,29.9575,27.98,74,4.12,clear sky
1012,2,18,25,Moderate,2026-08-30 20:23:23.267,Corniche - San Stefano,Alexandria,31.2465,29.9723,27.98,74,4.12,clear sky
1013,3,16,22,Moderate,2026-08-30 20:23:24.033,Corniche - Gleem,Alexandria,31.2391,29.9654,27.98,74,4.12,clear sky
1014,4,16,22,Moderate,2026-08-30 20:23:24.800,Corniche - Roushdy,Alexandria,31.2365,29.9621,27.98,74,4.12,clear sky
1015,5,17,27,Moderate,2026-08-30 20:23:25.577,Corniche - Sporting,Alexandria,31.2214,29.9482,27.98,74,4.12,clear sky
1016,6,17,27,Moderate,2026-08-30 20:23:26.343,Corniche - Ibrahimia,Alexandria,31.2145,29.9412,27.98,74,4.12,clear sky
1017,7,34,38,Moderate,2026-08-30 20:23:27.113,Corniche - Camp Cesar,Alexandria,31.2098,29.9365,27.98,74,4.12,clear sky
1018,8,20,26,Moderate,2026-08-30 20:23:27.887,Corniche - Chatby,Alexandria,31.2012,29.9284,27.98,74,4.12,clear sky
1019,9,21,26,Moderate,2026-08-30 20:23:28.673,Corniche - Silsela,Alexandria,31.2054,29.8965,27.98,74,4.12,clear sky
1020,10,17,17,Free Flow,2026-08-30 20:23:29.460,Corniche - Citadel Qaitbay,Alexandria,31.2123,29.8854,27.98,74,4.12,clear sky
1021,11,30,34,Moderate,2026-08-30 20:23:30.237,Corniche - Miami,Alexandria,31.2825,30.0152,27.98,74,4.12,clear sky
1022,12,34,34,Free Flow,2026-08-30 20:23:31.020,Corniche - Montaza,Alexandria,31.2871,30.0214,27.98,74,4.12,clear sky
1023,13,34,34,Free Flow,2026-08-30 20:23:31.790,Abu Qir Road - Victoria,Alexandria,31.2412,29.9854,27.98,74,4.12,clear sky
1024,14,22,22,Free Flow,2026-08-30 20:23:32.570,Abu Qir Road - Fleming,Alexandria,31.2354,29.9741,27.98,74,4.12,clear sky
1025,15,13,17,Moderate,2026-08-30 20:23:33.357,Abu Qir Road - Sidi Gaber,Alexandria,31.2215,29.9354,27.98,74,4.12,clear sky
1026,16,60,60,Free Flow,2026-08-30 20:23:34.147,Alexandria Desert Road - Carrefour,Alexandria,31.1854,29.9541,27.98,74,4.12,clear sky
1027,17,50,50,Free Flow,2026-08-30 20:23:34.910,Alexandria Agriculture Road Entrance,Alexandria,31.2014,30.0254,27.98,74,4.12,clear sky
1028,18,48,48,Free Flow,2026-08-30 20:23:35.673,Mahmoudia Axis - Smouha,Alexandria,31.2087,29.9542,27.98,74,4.12,clear sky
1029,19,86,86,Free Flow,2026-08-30 20:23:36.440,Alexandria Desert Road - km 21,Alexandria,31.1025,29.8214,27.98,74,4.12,clear sky
1030,20,32,37,Moderate,2026-08-30 20:23:37.217,Kafoury Road,Alexandria,31.0854,29.7541,27.98,74,4.12,clear sky
1031,21,82,82,Free Flow,2026-08-30 20:23:37.977,Borg El Arab Entrance,Alexandria,30.9124,29.5412,27.98,74,4.12,clear sky
1032,22,75,75,Free Flow,2026-08-30 20:23:38.750,Cairo-Alex Desert Road - toll gate,Beheira,30.8541,30.1245,27.52,59,5.82,clear sky
1033,23,26,26,Free Flow,2026-08-30 20:23:39.523,Agricultural Road - Damanhour,Beheira,31.0412,30.4754,27.52,59,5.82,clear sky
1034,24,20,25,Moderate,2026-08-30 20:23:40.283,Agricultural Road - Tanta Bridge,Gharbia,30.7854,31.0024,28.91,51,5.29,clear sky
1035,25,20,20,Free Flow,2026-08-30 20:23:41.050,Agricultural Road - Benha,Qalyubia,30.4612,31.1854,30.61,41,6.8,clear sky
1036,26,34,34,Free Flow,2026-08-30 20:23:41.903,Ring Road - Benha Exit,Qalyubia,30.4354,31.2145,30.61,41,6.8,clear sky
1037,27,42,42,Free Flow,2026-08-30 20:23:42.673,Ring Road - Shubra El Kheima,Qalyubia,30.1245,31.2451,30.61,41,6.8,clear sky
1038,28,11,11,Free Flow,2026-08-30 20:23:43.450,Ring Road - Marg,Cairo,30.1524,31.3452,31.42,40,7.2,clear sky
1039,29,79,79,Free Flow,2026-08-30 20:23:44.220,Ring Road - Al Salam City,Cairo,30.1654,31.3854,31.42,40,7.2,clear sky
1040,30,77,77,Free Flow,2026-08-30 20:23:45.020,Ring Road - New Cairo Entrance,Cairo,30.0541,31.4251,31.42,40,7.2,clear sky
1041,31,66,66,Free Flow,2026-08-30 20:23:47.133,Ring Road - Katameya,Cairo,29.9854,31.3541,31.42,40,7.2,clear sky
1042,32,16,20,Moderate,2026-08-30 20:23:47.960,Ring Road - Maadi,Cairo,29.9621,31.2754,31.42,40,7.2,clear sky
1043,33,42,42,Free Flow,2026-08-30 20:23:50.003,Ring Road - Mounib,Giza,29.9821,31.2154,31.41,39,8.88,clear sky
1044,34,13,13,Free Flow,2026-08-30 20:23:50.807,Ring Road - Mariouteya,Giza,29.9754,31.1542,31.41,39,8.88,clear sky
1045,35,14,14,Free Flow,2026-08-30 20:23:52.490,Ring Road - El Waraq,Giza,30.0854,31.2014,31.41,39,8.88,clear sky
1046,36,19,27,Moderate,2026-08-30 20:23:53.277,Ring Road - Mohandessin Axis,Giza,30.0654,31.1925,31.41,39,8.88,clear sky
1047,37,16,16,Free Flow,2026-08-30 20:23:55.910,October Bridge - Ramses,Cairo,30.0565,31.2442,31.42,40,7.2,clear sky
1048,38,20,20,Free Flow,2026-08-30 20:23:56.690,October Bridge - Tahrir Sq,Cairo,30.0444,31.2357,31.42,40,7.2,clear sky
1049,39,16,20,Moderate,2026-08-30 20:23:57.483,October Bridge - Zamalek,Cairo,30.0621,31.2215,31.42,40,7.2,clear sky
1050,40,23,31,Moderate,2026-08-30 20:23:59.817,October Bridge - Doqqi,Giza,30.0454,31.2145,31.41,39,8.88,clear sky
1051,41,15,23,Moderate,2026-08-30 20:24:01.670,October Bridge - Mohandessin End,Giza,30.0541,31.1985,31.41,39,8.88,clear sky
1052,42,28,36,Moderate,2026-08-30 20:24:02.463,October Bridge - Nasr City (Abbas El Akkad),Cairo,30.0687,31.3354,31.42,40,7.2,clear sky
1053,43,27,33,Moderate,2026-08-30 20:24:03.267,October Bridge - Al-Manial,Cairo,30.0312,31.2285,31.42,40,7.2,clear sky
1054,44,25,41,Moderate,2026-08-30 20:24:04.057,Salah Salem - Airport Road,Cairo,30.1054,31.3854,31.42,40,7.2,clear sky
1055,45,58,58,Free Flow,2026-08-30 20:24:04.883,Salah Salem - Al Azhar,Cairo,30.0454,31.2621,31.42,40,7.2,clear sky
1056,46,49,49,Free Flow,2026-08-30 20:24:05.670,Salah Salem - Citadel,Cairo,30.0285,31.2654,31.42,40,7.2,clear sky
1057,47,46,46,Free Flow,2026-08-30 20:24:06.450,Salah Salem - Panorama,Cairo,30.0721,31.3154,31.42,40,7.2,clear sky
1058,48,16,20,Moderate,2026-08-30 20:24:07.227,Autostrad - Maadi,Cairo,29.9754,31.2654,31.42,40,7.2,clear sky
1059,49,17,20,Moderate,2026-08-30 20:24:08.000,Autostrad - Helwan,Cairo,29.8541,31.3154,31.42,40,7.2,clear sky
1060,50,67,67,Free Flow,2026-08-30 20:24:08.763,Autostrad - Nasr City,Cairo,30.0354,31.3354,31.42,40,7.2,clear sky
1061,51,38,38,Free Flow,2026-08-30 20:24:09.553,Corniche - Maspero,Cairo,30.0541,31.2312,31.42,40,7.2,clear sky
1062,52,19,21,Moderate,2026-08-30 20:24:10.323,Corniche - Garden City,Cairo,30.0354,31.2285,31.42,40,7.2,clear sky
1063,53,41,41,Free Flow,2026-08-30 20:24:11.100,Corniche - Maadi,Cairo,29.9621,31.2454,31.42,40,7.2,clear sky
1064,54,27,33,Moderate,2026-08-30 20:24:11.943,Qasr El Nil Bridge,Cairo,30.0435,31.2312,31.42,40,7.2,clear sky
1065,55,13,13,Free Flow,2026-08-30 20:24:12.707,Abbas Bridge,Cairo,30.0198,31.2312,31.42,40,7.2,clear sky
1066,56,21,27,Moderate,2026-08-30 20:24:13.487,El Galaa Bridge,Cairo,30.0512,31.2214,31.42,40,7.2,clear sky
1067,57,31,37,Moderate,2026-08-30 20:24:14.277,Tahya Masr Bridge,Cairo,30.0954,31.2245,31.42,40,7.2,clear sky
1068,58,23,34,Moderate,2026-08-30 20:24:15.040,Axis 26 July - Lebanon Sq,Giza,30.0612,31.1985,31.41,39,8.88,clear sky
1069,59,53,53,Free Flow,2026-08-30 20:24:15.803,Axis 26 July - Hyper One,Giza,30.0714,31.0254,31.41,39,8.88,clear sky
1070,60,14,21,Moderate,2026-08-30 20:24:16.570,Axis 26 July - Juhayna Sq,Giza,29.9714,30.9542,31.41,39,8.88,clear sky
1071,61,25,32,Moderate,2026-08-30 20:24:17.377,محور روض الفرج - شبرا,Qalyubia,30.1025,31.2214,30.61,41,6.8,clear sky
1072,62,105,105,Free Flow,2026-08-30 20:24:18.173,محور روض الفرج - الضبعة,Giza,30.0854,30.9854,31.41,39,8.88,clear sky
1073,63,32,38,Moderate,2026-08-30 20:24:18.953,Haram Street - Giza Square,Giza,30.0124,31.2145,31.41,39,8.88,clear sky
1074,64,32,32,Free Flow,2026-08-30 20:24:19.720,Haram Street - Al Arish,Giza,29.9954,31.1754,31.41,39,8.88,clear sky
1075,65,36,36,Free Flow,2026-08-30 20:24:20.500,Haram Street - El Remaya,Giza,29.9821,31.1354,31.41,39,8.88,clear sky
1076,66,39,39,Free Flow,2026-08-30 20:24:21.270,Faisal Street - El Massaha,Giza,30.0254,31.2014,31.41,39,8.88,clear sky
1077,67,32,32,Free Flow,2026-08-30 20:24:22.190,Faisal Street - El Talbeya,Giza,29.9921,31.1654,31.41,39,8.88,clear sky
1078,68,61,61,Free Flow,2026-08-30 20:24:22.963,King Faisal Street End,Giza,29.9854,31.1245,31.41,39,8.88,clear sky
1079,69,83,83,Free Flow,2026-08-30 20:24:23.747,Cairo-Alexandria Desert Road - Smart Village,Giza,30.0714,31.0154,31.41,39,8.88,clear sky
1080,70,40,40,Free Flow,2026-08-30 20:24:24.527,Cairo-Alexandria Desert Road - Sphinx,Giza,30.0214,30.9054,31.41,39,8.88,clear sky
1081,71,81,81,Free Flow,2026-08-30 20:24:25.303,Wadi El Natrun Road,Beheira,30.4541,30.3541,27.52,59,5.82,clear sky
1082,72,70,70,Free Flow,2026-08-30 20:24:26.107,New Cairo - Teseen Street North,Cairo,30.0254,31.4154,31.42,40,7.2,clear sky
1083,73,48,48,Free Flow,2026-08-30 20:24:26.907,New Cairo - Teseen Street South,Cairo,29.9954,31.4452,31.42,40,7.2,clear sky
1084,74,74,74,Free Flow,2026-08-30 20:24:27.667,New Cairo - American University,Cairo,30.0054,31.5021,31.42,40,7.2,clear sky
1085,75,57,57,Free Flow,2026-08-30 20:24:28.447,New Cairo - Mohamed Naguib Axis,Cairo,30.0154,31.4354,31.42,40,7.2,clear sky
1086,76,63,63,Free Flow,2026-08-30 20:24:29.227,New Cairo - Sadat Axis,Cairo,30.0454,31.4254,31.42,40,7.2,clear sky
1087,77,39,39,Free Flow,2026-08-30 20:24:30.000,Nasr City - Abbas El Akkad,Cairo,30.0512,31.3354,31.42,40,7.2,clear sky
1088,78,23,32,Moderate,2026-08-30 20:24:30.770,Nasr City - Makram Ebeid,Cairo,30.0587,31.3485,31.42,40,7.2,clear sky
1089,79,34,39,Moderate,2026-08-30 20:24:31.597,Nasr City - Mostafa El Nahas,Cairo,30.0454,31.3521,31.42,40,7.2,clear sky
1090,80,31,31,Free Flow,2026-08-30 20:24:32.377,Heliopolis - Roxy Sq,Cairo,30.0898,31.3254,31.42,40,7.2,clear sky
1091,81,49,49,Free Flow,2026-08-30 20:24:33.153,Heliopolis - Merghany,Cairo,30.0854,31.3354,31.42,40,7.2,clear sky
1092,82,55,55,Free Flow,2026-08-30 20:24:33.953,Heliopolis - El Khalifa El Mamoun,Cairo,30.0787,31.3054,31.42,40,7.2,clear sky
1093,83,41,41,Free Flow,2026-08-30 20:24:34.773,Maadi - Victoria Square,Cairo,29.9541,31.2541,31.42,40,7.2,clear sky
1094,84,25,33,Moderate,2026-08-30 20:24:35.537,Maadi - Degla,Cairo,29.9602,31.2565,31.42,40,7.2,clear sky
1095,85,17,21,Moderate,2026-08-30 20:24:36.297,Zamalek - 26 July St,Cairo,30.0654,31.2214,31.42,40,7.2,clear sky
1096,86,20,20,Free Flow,2026-08-30 20:24:37.060,Downtown - Tahrir Sq,Cairo,30.0444,31.2357,31.42,40,7.2,clear sky
1097,87,16,16,Free Flow,2026-08-30 20:24:37.837,Downtown - Talaat Harb,Cairo,30.0512,31.2412,31.42,40,7.2,clear sky
1098,88,22,32,Moderate,2026-08-30 20:24:38.620,Dokki - Mesaha Sq,Giza,30.0387,31.2145,31.41,39,8.88,clear sky
1099,89,7,24,Heavy Congestion,2026-08-30 20:24:39.437,Mohandessin - Shehab St,Giza,30.0554,31.2014,31.41,39,8.88,clear sky
1100,90,5,14,Heavy Congestion,2026-08-30 20:24:40.230,Mohandessin - Sudan St,Giza,30.0687,31.2054,31.41,39,8.88,clear sky
1101,91,11,14,Moderate,2026-08-30 20:24:41.023,Giza - El Omraneya,Giza,29.9954,31.2014,31.41,39,8.88,clear sky
1102,92,18,23,Moderate,2026-08-30 20:24:41.910,Shubra - Corniche,Cairo,30.0854,31.2454,31.42,40,7.2,clear sky
1103,93,23,23,Free Flow,2026-08-30 20:24:42.713,Shubra - Ahmed Helmy,Cairo,30.0687,31.2485,31.42,40,7.2,clear sky
1104,94,19,19,Free Flow,2026-08-30 20:24:43.513,Ain Shams - El Matareya,Cairo,30.1254,31.3154,31.42,40,7.2,clear sky
1105,95,39,48,Moderate,2026-08-30 20:24:44.290,Ain Shams University Area,Cairo,30.0754,31.2854,31.42,40,7.2,clear sky
1106,96,32,32,Free Flow,2026-08-30 20:24:45.080,Helwan - Corniche,Cairo,29.8454,31.3354,31.42,40,7.2,clear sky
1107,97,24,24,Free Flow,2026-08-30 20:24:45.870,Helwan University Area,Cairo,29.8512,31.3054,31.42,40,7.2,clear sky
1108,98,56,56,Free Flow,2026-08-30 20:24:46.653,Nasr City - Al-Ahly Club Area,Cairo,30.0812,31.3541,31.42,40,7.2,clear sky
1109,99,46,46,Free Flow,2026-08-30 20:24:47.447,Cairo International Stadium Area,Cairo,30.0714,31.3154,31.42,40,7.2,clear sky
1110,100,72,72,Free Flow,2026-08-30 20:24:48.250,Cairo Festival City Area,Cairo,30.0312,31.4014,31.42,40,7.2,clear sky
1111,101,38,38,Free Flow,2026-08-30 20:24:49.053,Maadi - Ring Road Carrefour,Cairo,29.9714,31.2954,31.42,40,7.2,clear sky
1112,1,13,17,Moderate,2026-08-31 17:26:33.510,Stanley Bridge,Alexandria,31.2291,29.9575,29.98,66,4.63,clear sky
1113,2,18,25,Moderate,2026-08-31 17:26:34.307,Corniche - San Stefano,Alexandria,31.2465,29.9723,29.98,66,4.63,clear sky
1114,3,17,23,Moderate,2026-08-31 17:26:35.080,Corniche - Gleem,Alexandria,31.2391,29.9654,29.98,66,4.63,clear sky
1115,4,17,23,Moderate,2026-08-31 17:26:35.850,Corniche - Roushdy,Alexandria,31.2365,29.9621,29.98,66,4.63,clear sky
1116,5,19,28,Moderate,2026-08-31 17:26:36.637,Corniche - Sporting,Alexandria,31.2214,29.9482,29.98,66,4.63,clear sky
1117,6,19,28,Moderate,2026-08-31 17:26:37.420,Corniche - Ibrahimia,Alexandria,31.2145,29.9412,29.98,66,4.63,clear sky
1118,7,33,38,Moderate,2026-08-31 17:26:38.203,Corniche - Camp Cesar,Alexandria,31.2098,29.9365,29.98,66,4.63,clear sky
1119,8,15,26,Heavy Congestion,2026-08-31 17:26:38.970,Corniche - Chatby,Alexandria,31.2012,29.9284,29.98,66,4.63,clear sky
1120,9,27,27,Free Flow,2026-08-31 17:26:39.770,Corniche - Silsela,Alexandria,31.2054,29.8965,29.98,66,4.63,clear sky
1121,10,15,18,Moderate,2026-08-31 17:26:40.553,Corniche - Citadel Qaitbay,Alexandria,31.2123,29.8854,29.98,66,4.63,clear sky
1122,11,30,34,Moderate,2026-08-31 17:26:41.337,Corniche - Miami,Alexandria,31.2825,30.0152,29.98,66,4.63,clear sky
1123,12,34,34,Free Flow,2026-08-31 17:26:42.120,Corniche - Montaza,Alexandria,31.2871,30.0214,29.98,66,4.63,clear sky
1124,13,34,34,Free Flow,2026-08-31 17:26:42.903,Abu Qir Road - Victoria,Alexandria,31.2412,29.9854,29.98,66,4.63,clear sky
1125,14,19,21,Moderate,2026-08-31 17:26:43.737,Abu Qir Road - Fleming,Alexandria,31.2354,29.9741,29.98,66,4.63,clear sky
1126,15,14,18,Moderate,2026-08-31 17:26:44.517,Abu Qir Road - Sidi Gaber,Alexandria,31.2215,29.9354,29.98,66,4.63,clear sky
1127,16,60,60,Free Flow,2026-08-31 17:26:45.287,Alexandria Desert Road - Carrefour,Alexandria,31.1854,29.9541,29.98,66,4.63,clear sky
